time,paid_in,best_net,best_gross,bitcoin
2021-12-27 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17815.468852058744
2021-12-28 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16705.916421316226
2021-12-29 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16326.749357641516
2021-12-30 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16557.32838686454
2021-12-31 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16239.702005559986
2022-01-01 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,16868.781806053266
2022-01-02 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,16714.348572688166
2022-01-03 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,16417.403673587753
2022-01-04 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,16200.33994978934
2022-01-05 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,15358.76513385492
2022-01-06 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,15228.397528762294
2022-01-07 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,14692.5938119694
2022-01-08 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,14732.628069744982
2022-01-09 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,14797.978004210374
2022-01-10 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,14783.086221762152
2022-01-11 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,15103.614783927962
2022-01-12 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,15518.368421983207
2022-01-13 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,15043.814362504041
2022-01-14 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,15220.497425801988
2022-01-15 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,15229.097403655423
2022-01-16 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,15224.633050170472
2022-01-17 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,14917.0981249094
2022-01-18 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,14970.295686230478
